model,accScore,precScore,recallScore,f1Score
RandomForestClassifier,0.988509292820236,0.9975706043121774,0.9801581381470983,0.9887877191662277
DecisionTreeClassifier,0.9882779362998381,0.9972673447700016,0.9800089512158735,0.9885628291948834
MLPClassifier,0.9891262435412972,0.9984807049529019,0.980456512009548,0.9893865261573203
