model,accScore,precScore,recallScore,f1Score
RandomForestClassifier,0.9882779362998381,0.9954149472718936,0.9816126601356443,0.9884656245257247
DecisionTreeClassifier,0.9878923420991749,0.9961703431372549,0.9801055011303692,0.9880726278204057
MLPClassifier,0.9896660754222256,0.9981609195402299,0.9816126601356443,0.9898176291793312
