model,accScore,precScore,recallScore,f1Score
RandomForestClassifier,0.9866584406570525,0.9946564885496183,0.9792574778295505,0.986896917367265
DecisionTreeClassifier,0.9867355594971852,0.9948083676897236,0.9792574778295505,0.9869716709589456
MLPClassifier,0.8943471890182771,0.8889706965100869,0.9074101908913272,0.8980958048199941
