model,accScore,precScore,recallScore,f1Score
MLPClassifier,0.9894347189018278,0.9975892722615639,0.9820528033224563,0.9897600717542417
DecisionTreeClassifier,0.989588956582093,0.9983406245285865,0.9816078315040048,0.9899035225487997
