model,accScore,precScore,recallScore,f1Score
RandomForestClassifier,0.9911313333847459,0.9991028708133971,0.9839493447209542,0.9914682098078493
DecisionTreeClassifier,0.9908999768643479,0.9992518330091277,0.9833603298483287,0.9912423927564197
MLPClassifier,0.9912855710650111,0.9989539748953975,0.9843911058754233,0.9916190758733219
