model,accScore,precScore,recallScore,f1Score
MLPClassifier,0.9902830261432868,0.997867803837953,0.9831932773109243,0.9904761904761904
DecisionTreeClassifier,0.9902059073031542,0.9974128747527012,0.9834933973589436,0.9904042312051379
