model,accScore,precScore,recallScore,f1Score
RandomForestClassifier,0.9888177681807666,0.9959041262135923,0.9823432590154122,0.9890772128060265
DecisionTreeClassifier,0.9885864116603686,0.9960528313344467,0.9817447254227144,0.9888470233609646
MLPClassifier,0.989357600061695,0.996661101836394,0.9826425258117611,0.9896021699819169
