model,accScore,precScore,recallScore,f1Score
RandomForestClassifier,0.989357600061695,0.9972456006120888,0.9819195419617297,0.9895232310962648
DecisionTreeClassifier,0.9887406493406339,0.9975471408860953,0.9804128371252072,0.9889057750759879
MLPClassifier,0.9894347189018278,0.99800796812749,0.9813168600271207,0.9895920382891438
