model,accScore,precScore,recallScore,f1Score
RandomForestClassifier,0.9962719831428803,0.9974440241284123,0.9885500050663695,0.9929770992366412
DecisionTreeClassifier,0.9962449685279736,0.9979529170931423,0.9879420407336102,0.9929222465502315
MLPClassifier,0.9959478077640003,0.9979506096936162,0.9868274394568852,0.9923578561239047
