model,accScore,precScore,recallScore,f1Score
RandomForestClassifier,0.9899745507827562,0.9969701560369642,0.9835600059781796,0.9902196810111344
DecisionTreeClassifier,0.989588956582093,0.9965162072099364,0.9832610969959648,0.989844278943805
MLPClassifier,0.9905915015038174,0.9981798877597452,0.9835600059781796,0.9908160192713039
