model,accScore,precScore,recallScore,f1Score
RandomForestClassifier,0.9902059073031542,0.9974132684114425,0.9834958739684921,0.9904056810455543
DecisionTreeClassifier,0.989820313102491,0.9971085070765485,0.98304576144036,0.9900271985494107
MLPClassifier,0.9898974319426236,0.9974116930572473,0.9828957239309828,0.9901005063099827
